,8,189,191,194,195,196,197,198,200,201,204,207,216,223,225,227,231,287,294,296,298,299,301,308,315,344,434,482,500,503,504,509,511,512,520,522,524,529,531,534,536,540,547,549,550,555,557,558,562,567,572,573,574,664,666,676,688,690,703,709,712,1027,1028,1097,1245,23395,494,519,560,1030
663,-17.911582423937357,-2.783791356602336,-2.9758333333333336,-7.285605457155664,-33.9616077389096,-8.552652306023237,-8.560352504661152,-25.43383333333333,-6.800590598275133,,-21.920577182539677,-39.64722657014612,,-9.176210033795822,-6.849819457530974,-9.179767303359158,-9.8221596874311,-8.548566083727485,-6.211012561710692,-9.322083484233493,-40.6063348835206,,-39.193209876543214,-2.00092383665744,-2.00092383665744,-0.9318514980123952,,-1.6222293042086957,-4.625687480588775,,-12.371360856294633,-1.4854435587857509,-25.731970430448605,-0.9028568080128114,-1.9523361930537644,-9.309531815367373,-19.399369778235755,-5.32067615547897,-1.6771917657416953,-37.61965134610853,-1.1098547682923536,,-17.474482774071735,-21.07402278482914,-5.001748482386272,,,-18.996655169310767,-9.322083484233493,,-9.322083484233493,-6.781717687340307,-4.377859909832477,-5.744555078464769,-1.6619707646742845,-6.755433347155424,-3.6647049223441153,-10.502305540187518,-13.990330972001743,-28.3,-9.871947913368544,-39.53729110212678,,,,-8.352282482506808,-1.0652358156964956,-1.2264593416572156,,-1.9392859270924216
535,,,,,,,,,,,,,,,,,,,,,,,,,-4155.2261539856845,-3668.508914072719,,,,,,-4924.543990011242,-4438.846402400236,,,,-4925.028003540037,,,-3510.836630442469,-4633.939091492666,,,,,-5364.7007071685775,-5255.975,,,-4319.62579650879,,,,,,,-3097.8152891424616,,-3835.293877840693,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,,,,-0.6101398147301329,-0.6970528868619558,,,,,,-0.6037443859037849,,,,,-0.5588077402114868,,,,,,,,,-0.6431983339786529,,,,,,,,,,,,,-1.6719950648224766,,,,,,,,,,,
678,-2.2975254190395,-2.5490305711548324,-2.5306906455862985,-2.737852148598742,-2.5192417739459603,-2.6972288921376992,-2.492085533598353,-2.5527549407114623,-2.240639461246592,,-2.972365217391304,-2.651618816337625,,-2.654983903231634,-2.491460904019623,-2.5889660326579955,-2.6466281020063858,-2.6990313666749377,-2.4697031359763284,-2.5057504580485843,-2.7456427317320764,,-2.7786834528863515,-2.7483332019379825,-2.7483332019379825,-5.332819480422367,,-2.3254603410544274,-2.880120745311088,,-3.3503540286716267,-2.3024185237503243,-2.4497664793999583,-6.450777600225675,-3.045809854958052,-2.4797998858804347,-2.6479440131960184,-2.3764825870105795,-2.3136390016097543,-2.325086956118927,-2.351314091409584,-2.27921995615879,-2.351193561747839,-2.98631500051898,-2.553125057484322,-2.832502381094831,-2.8979841897233207,-2.4043950205175526,-2.5057504580485843,,-2.4914854923829486,-2.2790308134929163,-2.4884738685396823,-2.3364226990657166,-2.2596129607822766,-2.3855522312529263,-3.034125420445078,-2.739922629769287,-2.46366006558202,-2.5203557312252967,-2.5564534093080296,-2.612209238861801,,,,-2.625960389386273,-2.389285586924238,-3.2219474150785863,,-2.285229560105714
528,-0.24205192307692305,-0.10884408942459728,-0.13697146153846151,-0.11936158229720525,,-0.11872561452577675,-0.11574006383966365,-0.1248870769230769,-0.1142779823514002,,-0.2420519230769229,-0.1273031617130536,,-0.12864576443328002,-0.11417045384370365,-0.11710477985162546,-0.1209537239750346,-0.11654605174984756,-0.12035214134525901,-0.11517487583646165,-0.18570571150077808,,-0.1850832858499525,-0.13316697422802906,-0.13316697422802906,-0.1094926910758467,,-0.1107252928838732,-0.13531397435897435,,-0.11880475323567025,-0.10793446469970384,-0.13876434630496526,-0.11153589110221587,-0.10993811641601277,-0.11570748867202175,-0.24177293126032906,-0.1141642906785999,-0.1080951737878805,-0.11654178699719768,-0.10885854878464596,,-0.13130539861186444,-0.24205237617492675,-0.13204471220419958,,,-0.2418368507560815,-0.11517487583646165,,-0.11574006383966365,-0.11416441496328593,-0.1144437900671592,-0.11543653359830032,-0.1118376422602528,-0.1140039392586462,-0.1454682567965294,-0.11511257182010387,-0.11781621083264165,-0.13688461538461535,-0.11556129492429587,,,,,-0.12051086146506,-0.10788903246334312,-0.13657241573689047,,-0.11049761500886517
544,-31.35335197878993,-4.576399711477251,-2.1267386039886045,-2.439533407950984,-12.901419995010338,-3.3801632560754484,-3.8985086347247573,-21.54559544159544,-14.893911715207276,,-23.450089732736398,-13.645596341499436,,-3.5384486954295014,-2.5940190543476334,-3.82765576106644,-10.01672543116444,-3.213587036203915,-1.6682099406882334,-3.769091739212063,-29.88510978851377,,-25.65579824839084,-1.4698690365738225,-1.4698690365738225,-3.790325978765528,,-3.144441172623223,-15.051231025886675,,-3.1700198608246284,-2.2194797325549427,-16.693561086469664,-4.988823442321162,-3.5362194758114365,-3.7418966402753058,-27.51796393000502,-9.82311206749808,-3.2183385388150163,-25.816459497813806,-2.227598517067745,,-7.881506923523389,-22.107428658314237,-1.58682029125018,,,-21.197008890864264,-3.769091739212063,,-3.7437477236917815,-14.906548316206068,-1.8525521775596159,-3.3372833948430087,-2.1841669982028016,-21.42014484920275,-1.7228987358431376,-4.709581774525692,-21.475594371775493,-21.532621082621088,-3.6533739106267946,-17.997124650830663,,,,-3.872275970536154,-1.898811348200056,-1.5537184756148894,,-2.7987298486342325
526,,,,,,,,,,,,,,,,,,,,,,,,,-10.729363684674876,-8.53459562501072,,,,,,-8.198488526969731,-36.506647325622616,,,,-29.93374651381773,,,-47.257924801710566,-12.566446110334955,,,,,-15.580214509936821,-17.208831908831907,,,-22.40096826363153,,,,,,,-11.899051684131804,,-23.911845825677123,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,-8.171985669617191,-23.2098155735847,,,,,,-9.613462976679383,-16.595398793565117,,,,-16.566296577453613,,,-16.919000964611186,-16.671842971474113,,,,,-11.732260261263168,-9.039285714285713,,,-12.645394100461688,,,,,,,-12.721548876987034,,-9.492676908644313,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,-4.229280384705687,-15.967784648963379,,,,,,-3.8465792603984665,-4.5762507113499975,,,,-5.2859202133112655,,,-4.394907796860272,-4.331905376487283,,,,,-4.195509506820084,-4.09047619047619,,,-3.992043443159624,,,,,,,-4.6435808706228325,,-3.831106954155095,,,,,,,,,,,
